0,"우리나라 인근 해역에서는 1978년 이후 리히터 규모 4 이상의 지진이 총 26회나 발생했습니다. 그런데도 우리나라 사람 중 지진에 대비한 재난 대응 훈련을 받은 사람은 47%에 지나지 않고, 훈련을 받았더라도 구체적인 행동 요령을 알고 있는 사람은 18% 밖에 안 됩니다",39,0,0.897435897,-1,0.262411348,0.219858156,0.837837838,0.5,0.682926829,0.888888889,1,0,0.973684211,1,0,0,1,0,0,0,2,1,1,0,0,0,4,1,1,0,0,0,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"현재 건축법 시행령에 따르면 3층 이상의 모든 건물은 내진 설계가 의무화되어 있다. 그러나 최근의 소방 방재청 조사 결과에 따르면 법적 내진 설계 대상 건물 총 107만동 중 법규를 준수한 건물이 17.8%, 법규를 준수하지 않은 건물이 82.2%였다.",37,1,0.864864865,-1,0.233333333,0.18,0.771428571,0.421052632,0.666666667,0.833333333,0,1,0.972222222,1,0,0,1,0,0,0,3,1,1,0,0,0,7,1,1,0,0,0,3,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"세상의 옷이나 음식, 돈이나 물건 등은 모두 부질없는 것들이 다. 옷은 입으면 해지게 마련이고 음식은 먹으면 썩게 마련이며 재물은 자손에게 전해 주어도 끝내는 탕진되어 흩어지고 마는 것이다. 다만 한 가지, 가난한 친척이나 가난한 벗에게 나누어 주는 것만이 영구히 없어지지 않는다. 의돈* 의 창고에 보관되었던 재물은 흔적이 없으나 소광**이 하 사받은 황금은 지금까지도 이야기가 전해 오고 석숭***의 별장에 있던 호사스러운 장막은 티끌로 변했으나, 범중엄****이 배에 가 득 실은 보리를 어려운 친구에게 다 준 일은 아직도 명성이 높 다. 그 까닭이 무엇이겠느냐? 형체가 있는 것은 파괴되기 쉽지 만, 형체가 없는 것은 없애기가 어려운 것이다. 자기가 자기 재 물을 사용하는 것은 형체로 사용하는 것이요, 제 재물을 남에게 베풀어 주는 것은 정신적으로 사용하는 것이 된다. 물질로써 물 질적인 향락을 누리면 사라지고 파괴될 수밖에 없지만 형체 없 는 정신적인 향락을 누린다면 변하거나 없어지는 낭패를 당하지 않는 법이다. 그러므로 재화를 비밀리에 숨겨 두는 방법 으로는 남에게 베풀어 주는 것보다 더 좋은 것이 없다. 도둑에게 빼앗길 염려 도 없고, 불에 타 버릴 걱정도 없고, 소나 말이 운반해야 할 수고로움도 없이 자기가 죽은 뒤까지 지니고 가서 천년만년 꽃 다운 명성을 전할 수 있으니, 세상에 이보다 더한 큰 이익이 있 겠느냐? 재물은 더 단단히 잡으려 하면 도리어 미끄럽게 빠져나 가는 것이니 재화야말로 미꾸라지 같은 것이다. 저녁 무렵에 숲 속을 거닐다가 우연히 한 어린아이를 보았 다. 그런데 아이가 자지러지는 소리로 울어 대며 참새 뛰듯이 수없이 뛰기를 여러 개의 송곳날에 배를 찔린 듯, 방망이로 가 슴을 얻어맞은 듯, 참담하고 절박하기가 금방 죽어 가는 듯한 형상을 하고 있었다. 그래서 그 까닭을 물으니 그 아이가 나무 아래서 밤 한 톨을 주웠는데 어떤 사람이 그걸 빼앗아 갔다는 것이었다. 아아! 천하에 이 어린아이처럼 울지 않을 사람이 몇이나 있겠 느냐? 벼슬을 잃고 세력을 잃은 자나 손해를 보고 돈을 잃은 자 나 자손을 잃고 거의 죽을 지경에 이른 사람들도 달관한 자의 안목으로 본다면 모두 한 톨의 밤에 울고 있는 사람일 따름이다",289,0.777777778,0.78200692,0.895299145,0.262152778,0.163194444,0.622516556,0.155660377,0.42962963,0.551724138,0.541666667,0.777777778,0.989583333,0.996515679,0,0,15,86,15,14,61,16,13,43,15,8,67,16,15,43,14,13,35,14,11,26,12,7,28,15,12,18,12,6,4,4,3,2,2,1,7,7,0,5,5,0
0,우리 정부는 지진과 지진해일에 대한 면밀한 탐지를 위해 2007년에 울릉도에 해저 지진계와 해일 파고계를 설치해 지진과 지진해일을 감시하고 있다. 그러나 지진과 지진해일의 발생 사실이 국민에게 통보되는 시간은 일본에 비해 30배나 더 걸리는 실정이다.,33,0,0.939393939,-1,0.237179487,0.179487179,0.756756757,0.5,0.625,1,0,0,1,1,0,0,1,0,0,0,3,1,1,0,0,0,5,1,1,0,0,0,3,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"저작권은 저자의 권익을 보호함으로써 활발한 저작 활동을 촉 진하여 인류의 문화 발전에 기여하기 위한 것이다. 그러나 이렇 게 공적 이익을 추구하기 위한 저작권이 현실에서는 일반적으로 지나치게 사적 재산권을 행사하는 도구로 인식되고 있다. 저작 물 이용자들의 권리를 보호하기 위해 마련한, 공익적 성격의 법 조항도 법적 분쟁에서는 항상 사적 재산권의 논리에 밀려왔다. 저작권 소유자 중심의 저작권 논리는 실제로 저작권이 담당해 야 할 사회적 공유를 통한 문화 발전을 방해한다. 몇 해 전의 ‘애국가 저작권’에 대한 논란은 이러한 문제를 단적으로 보여 준 다. 저자 사후 50년 동안 적용되는 국내 저작권법에 따라, 애국가가 포함된 <한국 환상곡> 의 저작권이 작곡가 안익태의 유족 들에게 2015년까지 주어진다는 사실이 언론을 통해 알려진 것이 다. 누구나 자유롭게 이용할 수 있는 국가(國歌)마저 공공재가 아닌 개인 소유라는 사실에 많은 사람들이 놀랐다. 창작은 백지 상태에서 완전히 새로운 것을 만드는 것이 아니 라, 저작자와 인류가 쌓은 지식 간의 상호 작용을 통해 이루어진다. “내가 남들보다 조금 더 멀리 보고 있다면, 이는 내가 거 인의 어깨 위에 올라서 있는 난쟁이이기 때문”이라는 뉴턴의 겸 손은 바로 이를 말한다. 이렇듯 창작자의 저작물은 인류의 지적 자원에서 영감을 얻은 결과이다. 그러한 저작물을 다시 인류에 게 되돌려주는 데 저작권의 의의가 있다. 이러한 생각은 이미 1960년대 프랑스 철학자들에 의해 형성되었다. 예컨대 기호학자 인 바르트는 ‘저자의 죽음’을 거론하면서 저자가 만들어 내는 텍스트는 단지 인용의 조합일 뿐 어디에도 ‘오리지널’은 존재하지 않는다고 단언한다. 전자 복제 기술의 발전과 디지털 혁명은 정보나 자료의 공유 가 지니는 의의를 잘 보여 주고 있다. 인터넷과 같은 매체 환경의 변화는 원본을 무한히 복제하고 자유롭게 이용함으로써 누구 나 창작의 주체로서 새로운 문화 창조에 기여할 수 있도록 돕는 다. 인터넷 환경에서 이용자는 저작물을 자유롭게 교환할 뿐 아니라 수많은 사람들과 생각을 나눔으로써 새로운 창작물을 생산하고 있다. 이러한 상황은 저작권을 사적 재산권의 측면에서보다는 공익적 측면에서 바라볼 필요가 있음을 보여 준다.",271,0.923076923,0.852398524,0.96,0.248281787,0.171821306,0.692041522,0.163043478,0.543554007,0.583333333,0.785714286,0.923076923,0.985185185,1,0,0,16,108,15,15,58,16,12,40,15,7,92,16,16,67,15,15,36,16,13,26,15,9,31,16,7,19,15,4,5,5,1,2,2,0,7,7,0,4,4,0
0,"아직도 높은 베개를 선호하는 사람이 많지만, 고침단명(高枕短命)이라는 말이 있다. 즉, ‘베개를 높이 베면 수명이 짧아진다’는 뜻이다. 물론 의학적인 근거도 있다. 베개가 높으면 목뼈가 정상적인 C자형을 이루지 못해 목 부위 근육이 긴장하게 된다. 그러면 혈액 순환이 나빠져 숙면이 어려워 피곤하며, 목 디스크나 목 관절염까지 유발한다. 그렇다면 이상적인 베개는 어떤 것일까? 무엇보다 자기 머리나 목 모양에 따라 경추를 잘 지지해 줄 높이를 고 려해야 한다. 일반적으로 베개의 높이는 6～8cm 정도가 적 당하다. 그것은 누워서 잘 때도 우리가 서 있을 때와 같이 머리, 목, 척추의 선이 일직선이 되는 상태가 가장 좋기 때문이다. 다만 체형에 따라 마른 체형은 1～2cm 낮게, 뚱뚱한 체형은 1～2cm 높게 베도록 한다.",102,1,0.87254902,0.953333333,0.211155378,0.147410359,0.698113208,0.297297297,0.57,0.567567568,0.777777778,1,0.99009901,1,0,0,8,24,8,7,22,9,5,13,8,4,28,8,7,11,7,3,16,9,5,13,8,4,10,8,4,4,6,3,2,2,0,0,0,0,3,3,0,1,1,0
0,"과거에는 파스(PAS)라고 하면 단순히 피부를 자극하여 통증을 완화하거나 찜질 효과를 내는 용도로만 생각했다. 그러나 이 제는 파스에 특별한 기능을 부여함으로써, 심장의 건강 상태를 측정하는 파스부터 치매와 같은 질병의 치료를 목적으로 하는 파스에 이르기까지 그 활용 범위가 매우 넓어졌다. 이러한 특별 한 파스를 ‘스마트 패치’라 한다. 스마트 패치는 용도나 사용 방법에 따라 종류가 다양하다. 그 중에서 치료를 목적으로, 흡수 촉진제와 점착제를 사용하여 약 물을 흡수시키는 방법을 활용한 패치가 대표적이다. 천식 치료 용 패치나 과잉행동발달장애(ADHD) 치료용 패치가 그 예다. 치료용 패치는 근육이 쑤시고 결릴 때 사용하는 일반적인 파스 와는 다르다. 근육통에 사용하는 파스는 피부 각질층을 자극하 여 일시적으로 통증을 잊게 하는 원리를 활용하기 때문에 특별 한 치료 효과가 없다. 그러나 스마트 패치에는 치료 약물이 들 어 있으며 약물이 침투하는 범위도 다르다. 스마트 패치의 약물은 표피를 통과해 진피까지 확산되고, 확산된 약물은 다시 진피 전체에 퍼져 있는 모세혈관에 흡수된다. 일단 혈관에 흡수된 약물이 이후에 약효를 발휘하는 과정은 먹는 약이나 주사약과 동일하다. 단, 먹는 약의 약물은 입을 통해 들어가 소화 기관을 거쳐 소장 융털의 모세혈관으로 흡수되고, 주사약의 약물은 주사기를 통해 혈관에 직접 주입되어 약효를 낸다. 삼키기 불편한 먹는 약이나 아픔을 참아야 하는 주사약에 비해, 스마트 패치는 피부에 붙이기만 해도 약효를 보기 때문에 편리하게 사용할 수 있다. 한편, 스마트 패치는 약효를 일정한 수준으로 원하는 시간만 큼 지속시킬 수 있다. 먹는 약이나 주사약은 한 번에 높은 농도의 약물을 공급하여 효과가 즉각적으로 나타나지만, 약효를 일 정하게 유지하려면 주기적으로 약을 먹거나 주사를 맞아야 한 다. 게다가 먹는 약의 경우는 소화 기관을 거치면서 약물이 간에서 일부 분해되기도 한다. 이에 비해 스마트 패치는 약물이 일정한 속도로 피부를 통해 혈액으로 직접 흡수되도록 제조해서 그 약효를 장시간 유지하는 약물 전달 체계를 지닌다. 약물이 정해진 시간 동안 일정한 속도로 서서히 방출되기 때문에 혈중 약물 농도가 적정 수준으로 유지된다 이것이 스마트 패치가 먹는 약이나 주사약에 비해 약물을 적게 사용하고도 비슷한 약효를 낼 수 있는 이유다. 스마트 패치의 약효에 대한 검증과 부작용에 대한 연구는 계 속 이루어지고 있으며, 최근에는 약물을 더 효과적으로 흡수시키는 방법에 대한 연구도 이어지고 있다. 전극을 이용해 극성을 가진 약물을 흡수시키거나 초음파 진동으로 약물을 침투시키는 방식, 마이크로 바늘 끝에 약물을 주입하여 흡수시키는 방식 등 이 다양하게 개발되고 있다. 파스는 그 효능과 사용 방법의 영 역을 넓히면서 발전을 거듭하고 있다.",342,0.888888889,0.666666667,0.882993197,0.260168303,0.135343619,0.520215633,0.103305785,0.397820163,0.506024096,0.714285714,0.888888889,0.953079179,0.994117647,0,0,20,128,19,19,76,20,20,56,19,18,97,20,19,70,19,18,48,20,20,38,19,16,42,19,19,31,17,13,4,4,0,1,1,0,6,6,0,3,3,0
0,일반적으로 스마트 패치는 결리거나 욱신거리는 자리에 붙여서 열기나 청량감을 느끼게 하여 통증을 완화하는 상비약 정도로 생각한다. 그러나 최근에는 편리한 특별한 기능을 지닌 파스가 등장하고 있다. 스마트 패치 중에서도 주변에서 흔히 볼 수 있는 제품으로 미백 기능성 화장품인 비타민C 패치가 있다. 이 패치는 전극을 이용해 극성을 가진 약물을 피부를 통해 흡수시키는 방법을 활용한 것이다. 비타민C 패치는 종이처럼 얇고 구부릴 수 있는 박막형 전지로 만들어져 표면에 미세한 전류가 흐른다. 비타민C는 물에 녹으면 수소 원자를 방출하면서 음전하를 띤다. 따라서 비타민C를 녹인 용액을 피부에 바른 뒤 그 위에 패치를 붙이면 패치가 가진 음극과 비타민C 사 이에 서로 밀어내는 힘이 작용한다. 이런 원리로 비타민C 성분이 피부 속 깊이 빠르게 침투하게 되는 것이다.,107,1,0.878504673,0.96,0.256637168,0.199115044,0.775862069,0.207792208,0.572727273,0.733333333,1,1,0.990566038,1,0,0,7,40,6,6,26,7,7,19,6,6,33,7,7,19,6,6,16,7,6,13,6,4,16,7,7,12,6,6,0,0,0,0,0,0,1,1,0,0,0,0
0,"세상의 옷이나 음식, 돈이나 물건 등은 모두 부질없는 것들이 다. 옷은 입으면 해지게 마련이고 음식은 먹으면 썩게 마련이며 재물은 자손에게 전해 주어도 끝내는 탕진되어 흩어지고 마는 것이다. 다만 한 가지, 가난한 친척이나 가난한 벗에게 나누어 주는 것만이 영구히 없어지지 않는다. 의돈  창고에 보관되었던 재물은 흔적이 없으나 소광이 하사받은 황금은 지금까지도 이야기가 전해 오고 석숭의 별장에 있던 호사스러운 장막은 티끌로 변했으나, 범중엄이 배에 가 득 실은 보리를 어려운 친구에게 다 준 일은 아직도 명성이 높 다. 그 까닭이 무엇이겠느냐? 형체가 있는 것은 파괴되기 쉽지 만, 형체가 없는 것은 없애기가 어려운 것이다. 자기가 자기 재 물을 사용하는 것은 형체로 사용하는 것이요, 제 재물을 남에게 베풀어 주는 것은 정신적으로 사용하는 것이 된다. 물질로써 물 질적인 향락을 누리면 사라지고 파괴될 수밖에 없지만 형체 없는 정신적인 향락을 누린다면 변하거나 없어지는 낭패를 당하지 않는 법이다. 그러므로 재화를 비밀리에 숨겨 두는 방법으로는 남에게 베풀어 주는 것보다 더 좋은 것이 없다. 도둑에게 빼앗길 염려 도 없고, 불에 타 버릴 걱정도 없고, 소나 말이 운반해야 할 수고로움도 없이 자기가 죽은 뒤까지 지니고 가서 천년만년 꽃 다운 명성을 전할 수 있으니, 세상에 이보다 더한 큰 이익이 있겠느냐? 재물은 더 단단히 잡으려 하면 도리어 미끄럽게 빠져나가는 것이니 재화야 말로 미꾸라지 같은 것이다. 저녁 무렵에 숲 속을 거닐다가 우연히 한 어린아이를 보았 다. 그런데 아이가 자지러지는 소리로 울어 대며 참새 뛰듯이 수없이 뛰기를 여러 개의 송곳날에 배를 찔린 듯, 방망이로 가슴을 얻어맞은 듯, 참담하고 절박하기가 금방 죽어 가는 듯한 형상을 하고 있었다. 그래서 그 까닭을 물으니 그 아이가 나무 아래서 밤 한 톨을 주웠는데 어떤 사람이 그걸 빼앗아 갔다는 것이었다. 아아! 천하에 이 어린아이처럼 울지 않을 사람이 몇이나 있겠 느냐? 벼슬을 잃고 세력을 잃은 자나 손해를 보고 돈을 잃은 자 나 자손을 잃고 거의 죽을 지경에 이른 사람들도 달관한 자의 안목으로 본다면 모두 한 톨의 밤에 울고 있는 사람일 따름이다",286,0.777777778,0.786713287,0.896851852,0.264285714,0.166964286,0.631756757,0.154929577,0.437262357,0.552631579,0.541666667,0.777777778,0.989473684,0.996478873,0,0,15,85,15,13,61,16,13,43,15,8,66,16,15,42,14,12,35,14,11,26,12,7,28,15,11,18,12,6,4,4,3,2,2,1,7,7,0,5,5,0
0,"요즘 유행하는 소형 휴머노이드 로봇 경기에 나오는 로봇
의 보행 모습은 흔들림이 심하며 불안정하다. 인간에게는 두
발로 걷는 이족보행(二足步行)이 당연한 일인데 로봇에게는
힘든 일이다. 왜냐하면 걷는 것은 무게 중심을 양발에 교대로
옮기면서 발을 내딛고 착지하는 과정을 반복하는 복합적인 균
형 운동인데, 현재의 과학 기술로는 이를 로봇에 자연스럽게
구현하기가 어렵기 때문이다.",44,1,0.977272727,-1,0.196013289,0.15282392,0.779661017,0.314285714,0.655172414,0.6,1,1,1,1,0,0,2,9,1,1,7,2,2,3,1,1,10,2,2,5,1,1,4,2,2,2,1,1,5,2,2,2,1,0,2,2,0,1,1,0,0,0,0,0,0,0
